posted_by,under_construction,rera_approved,no_of_rooms,property_type,area_sqft,ready_to_move,resale,lon,lat,city,price_lacs
Dealer,0,0,3,BHK,1859.637775,1,1,19.218498,72.992114,Lalitpur,230.0
Owner,0,0,3,BHK,1700.1866059999998,1,1,31.097061,77.15489699999999,Shimla,82.0
Dealer,0,0,3,BHK,1847.187238,1,0,28.397468,76.945489,Gurgaon,110.0
Dealer,0,1,1,BHK,509.5541401,1,0,18.966114,73.148278,Maharashtra,40.0
Dealer,0,0,3,BHK,1427.424391,1,1,22.56972,88.36972,Kolkata,160.0
Owner,0,0,2,BHK,715.0518413,1,1,26.532207,75.520538,Jaipur,20.0
Owner,0,0,3,BHK,1393.214227,1,1,19.062322,72.88075400000001,Bangalore,85.0
Owner,0,0,2,BHK,900.3215434,1,1,30.768683000000003,76.650876,Mohali,22.4
Dealer,0,0,2,BHK,1000.0,1,1,19.18,72.96333,Mumbai,120.0
Owner,0,0,2,BHK,800.0,1,1,26.209302,78.194369,Gwalior,35.0
Dealer,1,0,1,BHK,445.0304928000001,0,1,20.084522,72.900306,Maharashtra,54.0
Owner,0,0,2,BHK,1125.175809,1,1,12.96991,77.59796,Bangalore,56.0
Dealer,0,0,2,BHK,1015.113918,1,1,19.283359,72.864964,Maharashtra,90.0
Owner,0,1,2,BHK,1200.4175369999998,1,1,23.185756,77.498465,Bhopal,23.0
Dealer,0,1,1,BHK,1060.147122,1,1,13.23,77.7,Bangalore,49.0
Owner,0,0,3,BHK,1654.8463359999998,1,1,9.930471,76.271273,Kochi,70.0
Dealer,0,0,3,BHK,1175.121811,1,1,22.54111,88.33778000000001,Kolkata,41.0
Owner,0,0,1,BHK,412.0213282,1,1,20.379289,72.932048,Vapi,8.5
Dealer,0,0,3,BHK,1877.435352,1,1,22.340396,73.19706,Vadodara,53.0
Dealer,1,0,2,BHK,1150.121065,0,1,50.817397,4.42145,Bangalore,38.0
Owner,0,0,2,BHK,910.0529101,1,1,22.281878,70.752639,Rajkot,43.0
Builder,1,1,2,BHK,1080.0,0,0,13.010349,77.712151,Bangalore,32.4
Dealer,0,1,3,BHK,1902.843071,1,1,12.96991,77.59796,Bangalore,170.0
Owner,0,0,1,BHK,850.4606662,1,1,22.1764,75.8193,Indore,12.0
Dealer,1,1,2,BHK,1051.223242,0,1,19.18,72.96333,Lalitpur,110.0
Dealer,0,1,2,BHK,945.0617925,1,1,24.69028,78.41889,Lalitpur,91.0
Owner,1,0,2,BHK,570.0958797999999,0,1,23.259859,77.427777,Bhopal,22.0
Dealer,0,0,2,BHK,1050.070432,1,1,19.049989,73.077321,Maharashtra,82.0
Dealer,0,1,2,BHK,1785.060417,1,1,19.1145,72.8712,Mumbai,390.0
Owner,0,0,2,BHK,800.0,1,1,22.403867,88.47000600000001,Kolkata,35.0
Owner,0,0,2,BHK,750.0551511,1,1,12.919987,77.489265,Bangalore,34.0
Dealer,0,0,2,BHK,1129.908619,1,1,28.409274,77.322293,Lalitpur,91.5
Builder,1,1,4,BHK,2857.142857,0,0,22.1764,75.8193,Indore,120.0
Dealer,0,0,2,BHK,896.6801117000001,1,1,30.662283,76.822397,Chandigarh,28.9
Owner,0,0,2,BHK,900.116144,1,1,16.198332,77.34239000000001,Bangalore,31.0
Owner,0,0,3,BHK,1870.32419,1,1,28.874383,77.113251,Sonipat,75.0
Owner,0,0,2,BHK,1288.102262,1,1,13.0306,77.6485,Bangalore,78.6
Dealer,1,1,4,BHK,2461.538462,0,1,26.91868,75.750399,Jaipur,160.0
Dealer,0,0,2,BHK,1066.408143,1,1,22.288976,73.128222,Vadodara,22.0
Dealer,0,0,4,BHK,4299.996417,1,1,19.139348,72.820458,Mumbai,1200.0
Dealer,1,1,2,BHK,816.8491699,0,0,19.0167,72.8167,Lalitpur,370.0
Dealer,0,0,2,BHK,1261.625556,1,1,28.874383,77.113251,Sonipat,31.2
Owner,0,0,2,BHK,1160.092807,1,1,13.0583,77.5732,Bangalore,45.0
Dealer,1,1,2,BHK,828.7063893,0,1,12.91668,77.59196,Lalitpur,100.0
Owner,0,1,3,BHK,2015.021066,1,1,13.010349,77.712151,Bangalore,110.0
Dealer,0,0,3,BHK,2765.784114,1,1,26.928785,75.828002,Jaipur,67.9
Dealer,0,0,2,BHK,790.0334245,1,1,12.863492,77.74143000000001,Bangalore,26.0
Builder,0,0,3,BHK,1358.024691,1,0,13.09,80.27,Chennai,110.0
Owner,0,0,1,BHK,850.1594049,1,1,21.800275,72.60499300000001,Surat,24.0
Dealer,0,0,2,BHK,1115.075825,1,1,18.973908,73.02510600000001,Mumbai,100.0
Dealer,0,0,1,BHK,406.3088686,1,1,20.742166,80.104602,Maharashtra,110.0
Dealer,0,0,2,BHK,1080.080235,1,1,22.519728,88.38573000000001,Kolkata,70.0
Dealer,0,1,4,BHK,3621.234302,1,1,12.96991,77.59796,Bangalore,470.0
Dealer,1,1,6,BHK,10050.25126,0,1,28.548382,77.32781899999999,Noida,1200.0
Dealer,0,0,3,BHK,1150.0069,1,1,19.05871,72.89969,Maharashtra,250.0
Owner,0,1,3,BHK,2489.4067800000003,1,1,12.980033,77.69932800000001,Bangalore,94.0
Dealer,1,0,3,BHK,1894.179894,0,1,25.3945,81.8615,Allahabad,53.7
Dealer,0,0,4,BHK,4000.0,1,1,28.644695,77.33895600000001,Ghaziabad,140.0
Dealer,0,1,2,BHK,1269.146608,1,1,22.727017,75.93404100000001,Indore,40.6
Owner,0,1,4,BHK,3458.3665869999995,1,1,28.560719,77.386208,Noida,260.0
Builder,0,1,2,BHK,835.2668213,1,0,29.9055,75.2547,Raipur,25.2
Owner,0,0,2,BHK,1185.146168,1,1,22.54111,88.33778000000001,Kolkata,90.0
Dealer,0,0,3,BHK,1289.872756,1,1,13.23,77.7,Bangalore,74.0
Dealer,0,0,3,BHK,2100.0,1,1,11.931023,79.828222,Kochi,210.0
Dealer,0,0,4,BHK,3167.898627,1,1,21.189685,72.841062,Surat,150.0
Owner,0,0,4,BHK,433333.3333,1,1,9.893479,76.408774,Kochi,65.0
Builder,0,0,2,BHK,845.007783,1,1,12.9974,80.0966,Chennai,38.0
Dealer,0,0,1,BHK,850.0,1,1,21.0,77.0,Pune,27.2
Dealer,1,1,2,BHK,923.0100988,0,1,24.69028,78.41889,Lalitpur,85.0
Owner,0,0,3,BHK,1490.312966,1,1,16.531879,80.670951,Vijayawada,60.0
Owner,0,0,3,BHK,1480.019734,1,1,26.222384,85.86210799999999,Jaipur,60.0
Owner,0,0,3,BHK,1510.159253,1,1,12.8706,77.6279,Bangalore,110.0
Dealer,1,1,1,BHK,453.0166793000001,0,1,24.69028,78.41889,Lalitpur,66.0
Dealer,0,0,2,BHK,999.6079969,1,0,22.12947,73.41756,Vadodara,25.5
Owner,0,0,2,BHK,1000.0,1,1,21.105779,79.078497,Nagpur,30.0
Owner,0,0,3,BHK,1350.135014,1,1,12.840956,77.659441,Bangalore,60.0
Dealer,0,0,3,BHK,1231.578947,1,1,12.88784,77.654131,Bangalore,46.8
Dealer,1,1,2,BHK,829.8850575,0,0,13.034709,80.105584,Chennai,36.1
Dealer,0,0,2,BHK,1069.7827519999998,1,1,28.629811,77.434197,Ghaziabad,32.5
Dealer,0,0,1,BHK,610.0273241,1,1,19.147866,72.932609,Maharashtra,96.0
Dealer,0,0,4,BHK,2030.205496,1,1,30.698017,76.679016,Mohali,82.0
Dealer,0,0,2,BHK,978.7377658,1,1,28.368269,77.37273,Faridabad,29.0
Dealer,1,1,3,BHK,1503.225806,0,1,26.91868,75.750399,Jaipur,46.6
Dealer,1,1,2,BHK,804.8649615,0,1,12.808137,77.58308000000001,Bangalore,45.0
Owner,0,0,3,BHK,1400.0518539999998,1,1,20.277511,85.810411,Berhampur,54.0
Dealer,0,1,2,BHK,1251.091068,1,1,21.235342000000003,72.917751,Surat,43.0
Dealer,0,0,3,BHK,1850.424056,1,1,28.2102,76.8606,Bhiwadi,48.0
Owner,0,0,2,BHK,711.0877008,1,1,12.732961,77.707059,Bangalore,27.0
Owner,0,0,1,BHK,540.0540053999999,1,1,28.689982,77.339807,Ghaziabad,24.0
Dealer,0,0,2,BHK,748.0,1,1,22.617564,88.427982,Kolkata,18.7
Dealer,0,0,2,BHK,1166.039111,1,1,12.96991,77.59796,Bangalore,96.0
Dealer,0,0,2,BHK,943.057302,1,1,19.12,72.91,Mumbai,210.0
Dealer,0,0,3,BHK,1700.071582,1,1,22.221142,88.281267,Kolkata,190.0
Dealer,0,0,4,BHK,2175.202689,1,1,26.900926,75.775927,Ghaziabad,110.0
Owner,1,0,3,BHK,2181.818182,0,1,12.9259,77.6229,Bangalore,240.0
Owner,0,0,3,BHK,1700.071582,1,1,27.56667,80.68333,Lucknow,95.0
Owner,0,0,2,BHK,1080.246914,1,1,26.157856,91.827348,Guwahati,35.0
Owner,0,0,3,BHK,1276.127613,1,1,13.04034,77.591347,Bangalore,58.0
Dealer,0,1,3,BHK,2735.016019,1,1,12.96991,77.59796,Bangalore,350.0
Dealer,0,1,2,BHK,988.0395216,1,1,19.12,72.91,Lalitpur,190.0
Dealer,0,0,3,BHK,935.0788138,1,1,22.5,88.35,Kolkata,35.0
Dealer,0,0,1,BHK,550.0207555,1,1,19.050992,73.01794699999999,Mumbai,53.0
Dealer,1,1,2,BHK,1094.8905109999998,0,1,30.684523,76.691728,Mohali,51.0
Dealer,0,0,5,BHK,6397.7252530000005,1,1,28.488415000000003,77.285903,Faridabad,360.0
Dealer,0,1,2,BHK,1150.01465,1,1,27.16726,75.70950500000001,Pune,78.5
Owner,0,0,2,BHK,936.1348034,1,1,10.999392,76.997254,Coimbatore,45.0
Dealer,0,1,2,BHK,1150.030066,1,1,18.5993,73.7625,Pune,76.5
Dealer,1,1,4,BHK,3810.431055,0,1,13.04034,77.591347,Bangalore,320.0
Owner,1,0,2,BHK,1173.020528,0,1,10.036626,77.48248199999999,Chennai,84.0
Dealer,0,0,4,BHK,2541.699762,1,0,12.925027,80.235348,Chennai,160.0
Dealer,0,0,2,BHK,950.1648245,1,1,28.535783,77.400502,Noida,49.0
Owner,0,0,2,BHK,1045.12276,1,1,12.985206,77.663799,C V Raman Nagar,63.0
Dealer,0,0,3,BHK,1969.667126,1,1,18.5853,73.7413,Pune,100.0
Dealer,0,0,2,BHK,930.0661778,1,1,20.042481,74.473635,Pune,52.0
Dealer,0,0,2,BHK,1071.080818,1,1,19.2167,73.0833,Lalitpur,55.0
Dealer,1,1,3,BHK,1400.208986,0,1,30.651192,76.755011,Mohali,67.0
Dealer,0,0,2,BHK,1176.470588,1,0,30.387136,75.865105,Mumbai,200.0
Dealer,0,0,4,BHK,1925.925926,1,1,30.692243,76.750614,Chandigarh,130.0
Owner,0,0,2,BHK,1053.001053,1,1,23.19635,72.633149, Mahalaxmi 2,30.0
Owner,0,0,2,BHK,1051.1562720000002,1,1,12.96991,77.59796,Bangalore,45.0
Dealer,1,1,2,BHK,988.5365491,0,1,18.510418,73.781944,Pune,66.4
Dealer,0,0,2,BHK,1300.034211,1,1,11.0,76.96667,Coimbatore,38.0
Dealer,1,1,2,BHK,850.0028332999999,0,1,24.69028,78.41889,Lalitpur,150.0
Owner,0,0,2,BHK,948.6166008,1,1,28.66667,77.41667,Ghaziabad,31.2
Owner,0,0,3,BHK,1760.1987989999998,1,1,9.930471,76.271273,Kochi,85.0
Owner,0,0,2,BHK,850.1259446,1,1,28.21,76.87,Bhiwadi,27.0
Dealer,0,1,1,BHK,654.9646319,1,1,19.049989,73.077321,Mumbai,50.0
Dealer,0,0,2,BHK,1050.019091,1,1,19.256471,72.868815,Lalitpur,110.0
Owner,0,0,3,BHK,1267.05653,1,1,31.325966,75.57364100000001,Roorkee,65.0
Dealer,0,0,3,BHK,1150.086256,1,1,26.809242,75.741434,Jaipur,40.0
Dealer,1,1,3,BHK,844.8442017000001,0,1,28.406388,77.342588,Faridabad,26.3
Dealer,0,1,2,BHK,1075.268817,1,1,28.583704,77.360401,Lalitpur,100.0
Dealer,0,0,2,BHK,1016.191315,1,1,19.05871,72.89969,Lalitpur,150.0
Dealer,1,1,3,BHK,900.3760394,0,0,19.1615,72.8731,Lalitpur,170.0
Dealer,0,1,3,BHK,2058.1113800000003,1,1,28.546788,77.37849399999999,Noida,170.0
Dealer,1,1,4,BHK,6000.0,0,1,28.548382,77.32781899999999,Noida,750.0
Dealer,0,0,2,BHK,950.1187648,1,1,10.526103,76.19383,Thrissur,36.0
Owner,0,0,3,BHK,2015.983872,1,1,12.9847,77.5491,Bangalore,280.0
Owner,0,0,2,BHK,749.4004796,1,1,21.23994,72.85651999999999,Surat,12.5
Dealer,0,1,4,BHK,3045.878546,1,1,28.479440000000004,76.971432,Gurgaon,160.0
Dealer,0,1,2,BHK,1303.707063,1,1,19.1145,72.8712,Lalitpur,230.0
Dealer,0,1,2,BHK,936.0223873,1,1,24.69028,78.41889,Lalitpur,97.0
Dealer,0,0,2,BHK,1100.3757380000002,1,1,26.832353,75.841749,Jaipur,20.5
Dealer,0,0,2,BHK,704.0070843,1,1,13.04724,80.11142099999999,Chennai,31.8
Dealer,0,0,3,BHK,2000.0,1,1,9.935413,76.298608,Kochi,130.0
Dealer,1,1,3,BHK,1678.6570739999995,0,1,28.595305,77.347365,Dharuhera,63.0
Dealer,0,1,1,BHK,411.1662322,1,0,18.966114,73.148278,Mumbai,48.9
Owner,0,1,2,BHK,950.0285009,1,1,28.576117,77.382136,Noida,50.0
Dealer,0,0,5,BHK,4787.552364,1,1,13.04034,77.591347,Bangalore,480.0
Owner,0,0,1,BHK,630.2521008,1,1,18.4,76.58333,Latur,13.5
Dealer,0,0,3,BHK,1823.154057,1,1,18.52361,73.84778,Pune,160.0
Owner,0,0,3,BHK,2250.692521,1,1,30.594843,76.84983000000001,Chandigarh,65.0
Owner,0,0,3,BHK,1399.941055,1,1,18.531343,73.87771500000001,Pune,190.0
Owner,0,0,3,BHK,1635.055592,1,1,12.96991,77.59796,Bangalore,100.0
Dealer,0,1,3,BHK,1896.878772,1,1,28.362327,76.979049,Gurgaon,110.0
Dealer,0,1,3,BHK,1600.0,1,1,19.147866,72.932609,Mumbai,250.0
Dealer,0,0,3,BHK,1447.054818,1,1,22.53028,88.33417,Kolkata,85.0
Owner,0,0,3,BHK,1640.112465,1,1,12.846186,77.693554,Bangalore,70.0
Dealer,1,1,2,BHK,1110.053917,0,1,24.69028,78.41889,Lalitpur,70.0
Dealer,0,1,4,BHK,3333.333333,1,1,28.526624,77.37671800000001,Noida,250.0
Dealer,0,1,3,BHK,2708.070049,1,1,12.8682,77.5321,Bangalore,300.0
Owner,0,1,1,BHK,410.0461302,1,1,26.781748,81.006714,Lucknow,16.0
Dealer,0,0,3,BHK,1512.401694,1,1,20.029201,73.787918,Pune,100.0
Dealer,0,0,2,BHK,912.0620202,1,1,19.216097,72.821721,Mumbai,120.0
Dealer,0,0,2,BHK,795.097423,1,1,21.19233,79.062102,Bangalore,25.3
Builder,1,1,1,BHK,443.5607219,0,0,18.440853,73.90536,Maharashtra,29.0
Dealer,0,0,3,BHK,1350.121359,1,1,12.96991,77.59796,Bangalore,44.5
Dealer,0,0,4,BHK,4000.0,1,1,12.96991,77.59796,Bangalore,400.0
Dealer,0,0,3,BHK,4769.230769,1,1,21.174686,79.045846,Lalitpur,310.0
Owner,0,0,3,BHK,1897.278651,1,1,12.96991,77.59796,Bangalore,99.0
Dealer,0,0,1,BHK,705.0092764,1,1,19.049989,73.077321,Lalitpur,57.0
Dealer,1,1,3,BHK,1510.989011,0,1,12.86,77.786,Bangalore,110.0
Dealer,0,0,2,BHK,643.8113632999999,1,1,19.18,72.96333,Mumbai,120.0
Owner,1,0,2,BHK,1100.208147,0,1,20.100361,79.103607,Nagpur,37.0
Dealer,0,0,1,BHK,650.0691562999999,1,1,19.148338,72.995687,Maharashtra,47.0
Dealer,1,1,1,BHK,502.6315789,0,0,12.9182,80.0824,Chennai,19.1
Dealer,1,0,2,BHK,999.6895374,0,1,19.2167,73.0833,Lalitpur,64.4
Dealer,1,1,1,BHK,628.9308176,0,0,13.11389,77.59833,Bangalore,37.0
Owner,0,0,3,BHK,1050.2283109999998,1,1,23.507414,87.395907,Durgapur,23.0
Dealer,0,0,2,BHK,1225.186104,1,1,18.52361,73.84778,Pune,79.0
Dealer,0,0,3,BHK,1473.005999,1,1,22.54111,88.33778000000001,Kolkata,66.3
Owner,0,0,2,BHK,1250.0,1,1,20.167837,72.77484,Valsad,24.0
Owner,0,0,3,BHK,1614.797416,1,1,12.890308,74.833347,Mangalore,55.0
Owner,0,0,1,BHK,533.0243337,1,1,13.09,80.27,Chennai,23.0
Dealer,0,0,4,BHK,2754.820937,1,1,22.529,88.368,Kolkata,470.0
Dealer,0,0,2,BHK,772.4137931,1,1,23.554673,87.274204,Durgapur,22.4
Owner,0,0,2,BHK,900.116144,1,1,21.15389,79.08306,Nagpur,31.0
Dealer,0,0,1,BHK,674.9662517,1,1,19.2836,72.8675,Lalitpur,45.0
Dealer,0,0,3,BHK,1773.0496449999998,1,1,28.9196,76.8972,Ghaziabad,120.0
Owner,0,0,3,BHK,1200.0,1,1,26.91667,75.86667,Jaipur,45.0
Dealer,0,1,3,BHK,2015.503876,1,1,26.781748,81.006714,Lucknow,78.0
Owner,0,0,2,BHK,1075.05864,1,1,28.577673,77.389781,Noida,55.0
Dealer,1,0,3,BHK,1190.322581,0,1,26.736714000000003,88.44771300000001,Siliguri,36.9
Dealer,0,0,3,BHK,1220.886551,1,1,22.403867,88.47000600000001,Kolkata,65.0
Dealer,0,0,2,BHK,1199.944189,1,1,30.689021,76.860403,Panchkula,86.0
Dealer,0,0,3,BHK,1700.1545600000002,1,1,28.582887,77.339935,Noida,110.0
Owner,0,0,2,BHK,875.1608752000001,1,1,17.683329999999998,75.91667,Solapur,34.0
Dealer,0,0,3,BHK,1518.151815,1,1,12.896796,77.5724,Bangalore,92.0
Dealer,0,0,1,BHK,739.9817851,1,1,18.558319,73.77588,Pune,65.0
Dealer,1,1,1,BHK,389.5585889,0,0,19.161955,72.839616,Mumbai,87.9
Owner,0,0,2,BHK,1350.154936,1,1,9.930471,76.271273,Kochi,61.0
Dealer,1,1,3,BHK,1679.966401,0,1,28.429614,77.481711,Noida,120.0
Dealer,0,0,5,BHK,5873.586394,1,1,12.935541,77.680684,Bangalore,670.0
Dealer,0,1,2,BHK,1044.045677,1,1,19.1759,72.9522,Mumbai,160.0
Dealer,1,0,3,BHK,1350.024546,0,1,21.178534,79.64665600000001,Nagpur,55.0
Dealer,0,0,3,BHK,1954.686806,1,1,28.9196,76.8972,Ghaziabad,88.0
Dealer,0,0,2,BHK,1500.0,1,1,22.328394,73.176639,Vadodara,48.0
Dealer,0,0,2,BHK,1192.307692,1,1,26.265915000000003,73.004593,Bhubaneswar,62.0
Owner,0,0,3,BHK,1000.0,1,1,23.280294,77.36573100000001,Bhopal,40.0
Dealer,0,1,3,BHK,1556.247221,1,0,22.288976,73.128222,Vadodara,35.0
Dealer,1,1,2,BHK,514.9738552,0,0,24.69028,78.41889,Lalitpur,130.0
Dealer,0,1,2,BHK,1072.194425,1,1,28.698133,77.335746,Ghaziabad,30.0
Dealer,0,1,3,BHK,1626.898048,1,1,24.69028,78.41889,Lalitpur,180.0
Owner,0,0,2,BHK,700.1647446000001,1,1,21.163131,81.306849,Durg,17.0
Dealer,0,0,3,BHK,1336.184773,1,1,13.114624,80.188519,Chennai,78.1
Owner,0,0,1,BHK,535.0028458,1,1,18.47954,73.875229,Pune,47.0
Dealer,0,1,2,BHK,882.0536017000001,1,1,19.256471,72.868815,Mumbai,78.0
Dealer,0,1,2,BHK,650.0397984,1,1,18.651598,73.735448,Pune,49.0
Dealer,1,1,3,BHK,1370.07874,0,1,12.86,77.786,Bangalore,87.0
Dealer,0,0,3,BHK,1930.235765,1,1,12.905368,77.580403,Bangalore,140.0
Dealer,1,0,2,BHK,730.8254481,0,0,19.05871,72.89969,Lalitpur,190.0
Dealer,1,1,3,BHK,1000.0,0,1,19.218498,72.992114,Maharashtra,94.0
Owner,0,0,2,BHK,650.0956022999999,1,1,18.439098,74.35197,Pune,17.0
Dealer,0,0,3,BHK,2258.512856,1,1,18.49667,73.94167,Pune,130.0
Dealer,0,0,3,BHK,2026.929202,1,1,28.41667,77.3,Faridabad,140.0
Dealer,1,0,1,BHK,414.7619048,0,1,24.6902,78.416,Lalitpur,87.1
Owner,0,0,3,BHK,1495.35923,1,1,28.990399,77.059442,Sonipat,43.5
Dealer,0,0,2,BHK,800.0,1,1,26.9883,75.5846,Jaipur,13.0
Dealer,0,0,3,BHK,1821.125051,1,1,22.5922,88.484911,Kolkata,90.0
Dealer,0,0,2,BHK,940.8075265,1,1,28.574502000000003,77.328608,Mumbai,120.0
Owner,0,0,2,BHK,1250.0,1,1,28.9196,76.8972,Ghaziabad,52.0
Owner,1,0,2,BHK,1209.816799,0,1,16.498435999999998,80.653706,Vijayawada,35.0
Dealer,0,0,1,BHK,550.017188,1,1,18.129209,76.758924,Mumbai,32.0
Dealer,0,0,2,BHK,1150.0,1,1,22.3,73.2,Vadodara,23.0
Dealer,0,0,2,BHK,1225.201072,1,1,12.9816,77.6729,Bangalore,45.7
Dealer,1,0,1,BHK,408.997955,0,1,18.96667,72.83333,Mumbai,70.0
Dealer,0,0,3,BHK,2685.861624,1,1,28.440728000000004,77.114195,Gurgaon,500.0
Dealer,1,1,1,BHK,498.8873735,0,1,24.69028,78.41889,Lalitpur,69.5
Owner,0,0,1,BHK,666.0088800999999,1,1,21.142359,72.862596,Surat,13.5
Dealer,0,0,2,BHK,1110.045224,1,1,24.69028,78.41889,Lalitpur,81.0
Owner,0,0,1,BHK,950.3239741,1,1,21.12904,72.858164,Surat,22.0
Owner,0,0,2,BHK,1349.325337,1,1,30.65,76.82,Mohali,45.0
Dealer,1,1,2,BHK,530.2378905,0,0,18.6182,73.7447,Pune,55.5
Owner,0,0,2,BHK,1200.274348,1,1,21.1677,72.8382,Surat,35.0
Dealer,1,1,3,BHK,1599.680064,0,1,19.1759,72.9522,Mumbai,240.0
Dealer,0,0,2,BHK,1163.636364,1,1,22.803593,83.755013,Mumbai,160.0
Dealer,1,1,3,BHK,113785.558,0,0,15.384909,73.850001,Goa,7280.0
Dealer,0,0,3,BHK,2241.0104920000003,1,1,22.535636,88.388412,Kolkata,220.0
Owner,0,1,2,BHK,942.0022165,1,1,12.96991,77.59796,Bangalore,51.0
Builder,1,1,1,BHK,301.91711630000003,0,0,19.076057,73.097319,Mumbai,26.3
Dealer,0,0,2,BHK,900.090009,1,1,28.9196,76.8972,Ghaziabad,40.0
Dealer,0,0,4,BHK,2674.956622,1,0,28.5574,77.15899999999999,Vadodara,92.5
Dealer,0,0,2,BHK,852.9776675,1,1,19.256471,72.868815,Mumbai,110.0
Dealer,0,0,3,BHK,2106.897316,1,1,28.9196,76.8972,Ghaziabad,190.0
Dealer,1,1,4,BHK,3495.947879,0,1,21.848391,73.10062099999999,Surat,220.0
Dealer,0,0,2,BHK,1600.134748,1,1,12.96991,77.59796,Bangalore,95.0
Dealer,0,0,3,BHK,1326.963907,1,1,12.96991,77.59796,Bangalore,75.0
Dealer,0,1,3,BHK,1505.011565,1,1,12.86,77.786,Bangalore,97.6
Dealer,0,1,2,BHK,1296.111665,1,1,13.055985,77.622157,Bangalore,78.0
Dealer,0,0,4,BHK,3501.3616409999995,1,1,28.440728000000004,77.114195,Gurgaon,630.0
Dealer,0,0,2,BHK,1400.147384,1,1,35.0,136.0,Bangalore,76.0
Dealer,0,0,1,BHK,661.9632436,1,1,19.126499,72.99956,Maharashtra,76.0
Dealer,0,0,3,BHK,2070.0207,1,1,19.0705,72.8309,Mumbai,690.0
Owner,0,0,1,BHK,284.0012622,1,1,21.734206,70.456703,Rajkot,9.0
Dealer,0,0,2,BHK,1299.89295,1,1,18.52361,73.84778,Pune,85.0
Owner,0,1,3,BHK,1300.131062,1,1,28.579004,77.431173,Noida,49.6
Dealer,0,0,2,BHK,1165.13904,1,1,12.9958935,77.761394,Bangalore,75.0
Dealer,0,1,2,BHK,1135.241856,1,1,13.054202,77.674002,Bangalore,46.0
Dealer,0,0,3,BHK,1645.141451,1,1,22.7808,86.1522,Jamshedpur,53.5
Dealer,0,0,4,BHK,2141.46658,1,1,28.368269,77.37273,Faridabad,66.0
Dealer,1,1,3,BHK,1777.975331,0,0,28.510034,77.06508000000001,Gurgaon,160.0
Dealer,0,1,2,BHK,947.6389335,1,1,26.900926,75.775927,Ghaziabad,29.5
Owner,0,0,3,BHK,1100.196464,1,1,27.073397,75.594316,Jaipur,28.0
Dealer,0,0,2,BHK,1273.8284130000002,1,1,16.700359,76.83521,Mumbai,570.0
Dealer,0,0,2,BHK,797.0849465,1,1,13.042089,80.124264,Chennai,35.0
Owner,0,0,2,BHK,823.0452675,1,1,11.169483,76.616001,Coimbatore,34.0
Owner,0,0,2,BHK,630.1502666,1,1,26.91667,75.86667,Jaipur,13.0
Owner,0,0,3,BHK,1300.284437,1,1,24.03687,85.3782,Hazaribagh,32.0
Dealer,0,0,3,BHK,1785.469029,1,1,28.385415,76.964613,Gurgaon,130.0
Dealer,0,0,3,BHK,1995.609659,1,1,22.5922,88.484911,Kolkata,100.0
Dealer,0,0,4,BHK,3750.161645,1,1,12.953042,77.73264300000001,Bangalore,290.0
Dealer,0,0,3,BHK,1724.1379309999998,1,1,12.973237,77.64685899999999,Dharuhera,34.0
Dealer,0,0,3,BHK,1699.346405,1,1,22.312358,73.145436,Vadodara,26.0
Owner,0,0,2,BHK,1270.417423,1,1,26.906098,75.825254,Jabalpur,35.0
Owner,0,1,1,BHK,675.0392465,1,1,25.415663,86.144871,Lalitpur,43.0
Dealer,0,1,3,BHK,1625.282167,1,1,28.577673,77.389781,Noida,72.0
Owner,0,0,3,BHK,1655.878368,1,1,12.326657,76.63796500000001,Mysore,110.0
Owner,0,0,3,BHK,1650.252861,1,1,16.609758,80.617778,Vijayawada,62.0
Dealer,0,0,1,BHK,650.1011268,1,1,24.6902,78.416,Lalitpur,22.5
Owner,0,0,4,BHK,1750.051472,1,1,28.6221,77.3674,Noida,85.0
Owner,1,0,3,BHK,1400.0,0,1,17.80268,83.35613599999999,Visakhapatnam,51.8
Dealer,0,1,3,BHK,1877.410189,1,1,19.128324,72.825408,Maharashtra,370.0
Dealer,0,1,2,BHK,1150.190114,1,1,28.5035,77.426447,Noida,48.4
Dealer,1,1,3,BHK,1767.3521850000002,0,1,12.9255,77.6765,Bangalore,110.0
Dealer,0,1,2,BHK,800.1361933999999,1,1,28.406388,77.342588,Faridabad,23.5
Dealer,0,0,3,BHK,1250.0,1,1,22.403867,88.47000600000001,Kolkata,45.0
Owner,0,0,1,BHK,609.0764331,1,1,23.399528,85.357421,Ranchi,15.3
Owner,0,0,2,BHK,2000.0,1,1,18.4543,73.1147,Raigad,60.0
Dealer,0,0,3,BHK,1250.0,1,1,12.928575,77.58572099999999,Bangalore,45.0
Dealer,0,0,2,BHK,954.7934528,1,1,26.8626,75.7633,Jaipur,24.5
Dealer,1,1,1,BHK,453.0011325,0,0,19.249861,72.96386600000001,Maharashtra,64.0
Dealer,0,0,2,BHK,550.0442,1,1,19.18,72.96333,Lalitpur,56.0
Dealer,0,0,3,BHK,2051.158301,1,1,22.5922,88.484911,Kolkata,85.0
Dealer,0,1,3,BHK,2501.924557,1,1,28.479440000000004,76.971432,Gurgaon,130.0
Owner,0,0,2,BHK,1159.243441,1,1,20.26444,85.82806,Bhubaneswar,38.0
Owner,0,0,2,BHK,940.2914904,1,1,12.756152,77.856172,Hosur,20.0
Dealer,0,1,3,BHK,1750.087504,1,1,19.1758,72.8643,Lalitpur,200.0
Dealer,0,0,3,BHK,1474.993653,1,1,22.760061,75.928572,Indore,58.1
